"id_keyb","key_name","position","event","input","timestamp","epoch"
"1","8","Numpad8","keydown","1","2023-12-22 14:04:26:000064","1703264666064"
"2","8","Numpad8","keyup","1","2023-12-22 14:04:26:000160","1703264666160"
"3","5","Numpad5","keydown","1","2023-12-22 14:04:26:000376","1703264666376"
"4","5","Numpad5","keyup","1","2023-12-22 14:04:26:000478","1703264666478"
"5","9","Numpad9","keydown","1","2023-12-22 14:04:27:000664","1703264667664"
"6","9","Numpad9","keyup","1","2023-12-22 14:04:27:000767","1703264667767"
"7","7","Numpad7","keydown","1","2023-12-22 14:04:28:000087","1703264668087"
"8","7","Numpad7","keyup","1","2023-12-22 14:04:28:000184","1703264668184"
"9","4","Numpad4","keydown","1","2023-12-22 14:04:28:000784","1703264668784"
"10","4","Numpad4","keyup","1","2023-12-22 14:04:28:000896","1703264668896"
"11","1","Numpad1","keydown","1","2023-12-22 14:04:29:000216","1703264669216"
"12","1","Numpad1","keyup","1","2023-12-22 14:04:29:000327","1703264669327"
"13","6","Numpad6","keydown","1","2023-12-22 14:04:29:000800","1703264669800"
"14","6","Numpad6","keyup","1","2023-12-22 14:04:29:000904","1703264669904"
"15","2","Numpad2","keydown","1","2023-12-22 14:04:30:000160","1703264670160"
"16","2","Numpad2","keyup","1","2023-12-22 14:04:30:000271","1703264670271"
"17","4","Numpad4","keydown","1","2023-12-22 14:04:31:000504","1703264671504"
"18","4","Numpad4","keyup","1","2023-12-22 14:04:31:000600","1703264671600"
"19","1","Numpad1","keydown","1","2023-12-22 14:04:31:000872","1703264671872"
"20","1","Numpad1","keyup","1","2023-12-22 14:04:31:000984","1703264671984"
"21","9","Numpad9","keydown","1","2023-12-22 14:04:32:000664","1703264672664"
"22","9","Numpad9","keyup","1","2023-12-22 14:04:32:000760","1703264672760"
"23","4","Numpad4","keydown","1","2023-12-22 14:04:33:000095","1703264673095"
"24","4","Numpad4","keyup","1","2023-12-22 14:04:33:000215","1703264673215"
"25","4","Numpad4","keydown","1","2023-12-22 14:04:34:000111","1703264674111"
"26","4","Numpad4","keyup","1","2023-12-22 14:04:34:000208","1703264674208"
"27","7","Numpad7","keydown","1","2023-12-22 14:04:34:000568","1703264674568"
"28","7","Numpad7","keyup","1","2023-12-22 14:04:34:000679","1703264674680"
"29","3","Numpad3","keydown","1","2023-12-22 14:04:35:000136","1703264675136"
"30","3","Numpad3","keyup","1","2023-12-22 14:04:35:000239","1703264675239"
"31","5","Numpad5","keydown","1","2023-12-22 14:04:35:000696","1703264675696"
"32","5","Numpad5","keyup","1","2023-12-22 14:04:35:000815","1703264675815"
"33","0","Digit0","keydown","2","2023-12-22 14:04:38:000456","1703264678456"
"34","0","Digit0","keyup","2","2023-12-22 14:04:38:000560","1703264678560"
"35","2","Digit2","keydown","2","2023-12-22 14:04:38:000840","1703264678840"
"36","2","Digit2","keyup","2","2023-12-22 14:04:38:000967","1703264678967"
"37","2","Numpad2","keydown","3","2023-12-22 14:04:42:000911","1703264682911"
"38","2","Numpad2","keyup","3","2023-12-22 14:04:43:000007","1703264683007"
"39","0","Numpad0","keydown","3","2023-12-22 14:04:43:000177","1703264683177"
"40","0","Numpad0","keyup","3","2023-12-22 14:04:43:000271","1703264683271"
"41","1","Numpad1","keydown","3","2023-12-22 14:04:43:000936","1703264683936"
"42","1","Numpad1","keyup","3","2023-12-22 14:04:44:000015","1703264684015"
"43","6","Numpad6","keydown","3","2023-12-22 14:04:44:000135","1703264684135"
"44","6","Numpad6","keyup","3","2023-12-22 14:04:44:000207","1703264684207"
"45","7","Numpad7","keydown","4","2023-12-22 14:04:47:000191","1703264687192"
"46","7","Numpad7","keyup","4","2023-12-22 14:04:47:000296","1703264687296"
"47","5","Numpad5","keydown","4","2023-12-22 14:04:47:000431","1703264687431"
"48","5","Numpad5","keyup","4","2023-12-22 14:04:47:000550","1703264687550"
"49","3","Numpad3","keydown","4","2023-12-22 14:04:47:000744","1703264687744"
"50","3","Numpad3","keyup","4","2023-12-22 14:04:47:000840","1703264687840"
"51","CapsLock","CapsLock","keydown","5","2023-12-22 14:04:49:000954","1703264689954"
"52","CapsLock","CapsLock","keyup","5","2023-12-22 14:04:50:000104","1703264690104"
"53","L","KeyL","keydown","5","2023-12-22 14:04:50:000136","1703264690136"
"54","L","KeyL","keyup","5","2023-12-22 14:04:50:000248","1703264690248"
"55","CapsLock","CapsLock","keydown","5","2023-12-22 14:04:50:000282","1703264690282"
"56","CapsLock","CapsLock","keyup","5","2023-12-22 14:04:50:000400","1703264690400"
"57","u","KeyU","keydown","5","2023-12-22 14:04:50:000496","1703264690496"
"58","u","KeyU","keyup","5","2023-12-22 14:04:50:000639","1703264690639"
"59","c","KeyC","keydown","5","2023-12-22 14:04:50:000882","1703264690882"
"60","a","KeyA","keydown","5","2023-12-22 14:04:51:000096","1703264691096"
"61","s","KeyS","keydown","5","2023-12-22 14:04:51:000119","1703264691119"
"62","c","KeyC","keyup","5","2023-12-22 14:04:51:000159","1703264691159"
"63","a","KeyA","keyup","5","2023-12-22 14:04:51:000207","1703264691207"
"64","s","KeyS","keyup","5","2023-12-22 14:04:51:000288","1703264691288"
"65"," ","Space","keydown","5","2023-12-22 14:04:51:000568","1703264691568"
"66"," ","Space","keyup","5","2023-12-22 14:04:51:000696","1703264691696"
"67","CapsLock","CapsLock","keydown","5","2023-12-22 14:04:51:000753","1703264691753"
"68","CapsLock","CapsLock","keyup","5","2023-12-22 14:04:51:000887","1703264691887"
"69","R","KeyR","keydown","5","2023-12-22 14:04:51:000976","1703264691976"
"70","R","KeyR","keyup","5","2023-12-22 14:04:52:000143","1703264692143"
"71"," ","Space","keydown","5","2023-12-22 14:04:52:000304","1703264692304"
"72"," ","Space","keyup","5","2023-12-22 14:04:52:000440","1703264692440"
"73","A","KeyA","keydown","5","2023-12-22 14:04:52:000486","1703264692486"
"74","A","KeyA","keyup","5","2023-12-22 14:04:52:000623","1703264692623"
"75"," ","Space","keydown","5","2023-12-22 14:04:52:000680","1703264692680"
"76"," ","Space","keyup","5","2023-12-22 14:04:52:000760","1703264692760"
"77","C","KeyC","keydown","5","2023-12-22 14:04:53:000328","1703264693328"
"78","CapsLock","CapsLock","keydown","5","2023-12-22 14:04:53:000385","1703264693385"
"79","c","KeyC","keyup","5","2023-12-22 14:04:53:000487","1703264693487"
"80","CapsLock","CapsLock","keyup","5","2023-12-22 14:04:53:000543","1703264693543"
"81","o","KeyO","keydown","5","2023-12-22 14:04:53:000561","1703264693561"
"82","o","KeyO","keyup","5","2023-12-22 14:04:53:000656","1703264693656"
"83","r","KeyR","keydown","5","2023-12-22 14:04:53:000735","1703264693735"
"84","r","KeyR","keyup","5","2023-12-22 14:04:53:000832","1703264693832"
"85","r","KeyR","keydown","5","2023-12-22 14:04:53:000896","1703264693896"
"86","e","KeyE","keydown","5","2023-12-22 14:04:53:000992","1703264693992"
"87","r","KeyR","keyup","5","2023-12-22 14:04:54:000072","1703264694072"
"88","e","KeyE","keyup","5","2023-12-22 14:04:54:000111","1703264694111"
"89","a","KeyA","keydown","5","2023-12-22 14:04:54:000247","1703264694247"
"90","7","Numpad7","keydown","1","2023-12-23 07:44:25:000731","1703328265731"
"91","7","Numpad7","keyup","1","2023-12-23 07:44:25:000803","1703328265803"
"92","1","Numpad1","keydown","1","2023-12-23 07:44:26:000077","1703328266077"
"93","1","Numpad1","keyup","1","2023-12-23 07:44:26:000157","1703328266157"
"94","3","Numpad3","keydown","1","2023-12-23 07:44:27:000181","1703328267181"
"95","3","Numpad3","keyup","1","2023-12-23 07:44:27:000276","1703328267276"
"96","3","Numpad3","keydown","1","2023-12-23 07:44:27:000453","1703328267453"
"97","3","Numpad3","keyup","1","2023-12-23 07:44:27:000548","1703328267548"
"98","4","Numpad4","keydown","1","2023-12-23 07:44:28:000493","1703328268493"
"99","4","Numpad4","keyup","1","2023-12-23 07:44:28:000572","1703328268572"
"100","1","Numpad1","keydown","1","2023-12-23 07:44:28:000750","1703328268750"
"101","1","Numpad1","keyup","1","2023-12-23 07:44:28:000821","1703328268821"
"102","7","Numpad7","keydown","1","2023-12-23 07:44:29:000100","1703328269100"
"103","7","Numpad7","keyup","1","2023-12-23 07:44:29:000165","1703328269165"
"104","8","Numpad8","keydown","1","2023-12-23 07:44:29:000692","1703328269692"
"105","8","Numpad8","keyup","1","2023-12-23 07:44:29:000805","1703328269805"
"106","6","Numpad6","keydown","1","2023-12-23 07:44:30:000437","1703328270437"
"107","6","Numpad6","keyup","1","2023-12-23 07:44:30:000516","1703328270516"
"108","9","Numpad9","keydown","1","2023-12-23 07:44:30:000821","1703328270821"
"109","9","Numpad9","keyup","1","2023-12-23 07:44:30:000909","1703328270909"
"110","7","Numpad7","keydown","1","2023-12-23 07:44:31:000742","1703328271742"
"111","7","Numpad7","keyup","1","2023-12-23 07:44:31:000828","1703328271828"
"112","8","Numpad8","keydown","1","2023-12-23 07:44:32:000084","1703328272084"
"113","8","Numpad8","keyup","1","2023-12-23 07:44:32:000172","1703328272172"
"114","7","Numpad7","keydown","1","2023-12-23 07:44:33:000101","1703328273101"
"115","7","Numpad7","keyup","1","2023-12-23 07:44:33:000173","1703328273173"
"116","3","Numpad3","keydown","1","2023-12-23 07:44:33:000564","1703328273564"
"117","3","Numpad3","keyup","1","2023-12-23 07:44:33:000645","1703328273645"
"118","2","Numpad2","keydown","1","2023-12-23 07:44:34:000428","1703328274428"
"119","2","Numpad2","keyup","1","2023-12-23 07:44:34:000527","1703328274527"
"120","3","Numpad3","keydown","1","2023-12-23 07:44:34:000741","1703328274741"
"121","3","Numpad3","keyup","1","2023-12-23 07:44:34:000812","1703328274812"
"122","0","Numpad0","keydown","2","2023-12-23 07:44:38:000054","1703328278054"
"123","0","Numpad0","keyup","2","2023-12-23 07:44:38:000140","1703328278140"
"124","8","Numpad8","keydown","2","2023-12-23 07:44:38:000419","1703328278419"
"125","8","Numpad8","keyup","2","2023-12-23 07:44:38:000499","1703328278499"
"126","2","Numpad2","keydown","3","2023-12-23 07:44:41:000397","1703328281397"
"127","2","Numpad2","keyup","3","2023-12-23 07:44:41:000469","1703328281469"
"128","0","Numpad0","keydown","3","2023-12-23 07:44:41:000579","1703328281579"
"129","0","Numpad0","keyup","3","2023-12-23 07:44:41:000643","1703328281643"
"130","3","Numpad3","keydown","3","2023-12-23 07:44:41:000789","1703328281789"
"131","3","Numpad3","keyup","3","2023-12-23 07:44:41:000868","1703328281868"
"132","9","Numpad9","keydown","3","2023-12-23 07:44:42:000045","1703328282045"
"133","9","Numpad9","keyup","3","2023-12-23 07:44:42:000109","1703328282109"
"134","8","Numpad8","keydown","4","2023-12-23 07:44:45:000172","1703328285172"
"135","8","Numpad8","keyup","4","2023-12-23 07:44:45:000252","1703328285252"
"136","8","Numpad8","keydown","4","2023-12-23 07:44:45:000525","1703328285525"
"137","8","Numpad8","keyup","4","2023-12-23 07:44:45:000613","1703328285613"
"138","8","Numpad8","keydown","4","2023-12-23 07:44:45:000852","1703328285852"
"139","8","Numpad8","keyup","4","2023-12-23 07:44:45:000915","1703328285915"
"140","CapsLock","CapsLock","keydown","5","2023-12-23 07:44:49:000103","1703328289103"
"141","CapsLock","CapsLock","keyup","5","2023-12-23 07:44:49:000245","1703328289245"
"142","L","KeyL","keydown","5","2023-12-23 07:44:49:000380","1703328289380"
"143","L","KeyL","keyup","5","2023-12-23 07:44:49:000516","1703328289516"
"144","CapsLock","CapsLock","keydown","5","2023-12-23 07:44:49:000718","1703328289718"
"145","CapsLock","CapsLock","keyup","5","2023-12-23 07:44:49:000852","1703328289852"
"146","u","KeyU","keydown","5","2023-12-23 07:44:50:000309","1703328290309"
"147","u","KeyU","keyup","5","2023-12-23 07:44:50:000420","1703328290420"
"148","c","KeyC","keydown","5","2023-12-23 07:44:50:000741","1703328290741"
"149","c","KeyC","keyup","5","2023-12-23 07:44:50:000844","1703328290844"
"150","a","KeyA","keydown","5","2023-12-23 07:44:50:000933","1703328290933"
"151","s","KeyS","keydown","5","2023-12-23 07:44:51:000065","1703328291065"
"152","a","KeyA","keyup","5","2023-12-23 07:44:51:000123","1703328291123"
"153","s","KeyS","keyup","5","2023-12-23 07:44:51:000180","1703328291180"
"154"," ","Space","keydown","5","2023-12-23 07:44:51:000429","1703328291429"
"155"," ","Space","keyup","5","2023-12-23 07:44:51:000549","1703328291549"
"156","CapsLock","CapsLock","keydown","5","2023-12-23 07:44:51:000616","1703328291616"
"157","CapsLock","CapsLock","keyup","5","2023-12-23 07:44:51:000748","1703328291748"
"158","R","KeyR","keydown","5","2023-12-23 07:44:51:000877","1703328291877"
"159","R","KeyR","keyup","5","2023-12-23 07:44:51:000972","1703328291972"
"160"," ","Space","keydown","5","2023-12-23 07:44:52:000116","1703328292116"
"161"," ","Space","keyup","5","2023-12-23 07:44:52:000227","1703328292227"
"162","A","KeyA","keydown","5","2023-12-23 07:44:52:000453","1703328292453"
"163","A","KeyA","keyup","5","2023-12-23 07:44:52:000541","1703328292541"
"164"," ","Space","keydown","5","2023-12-23 07:44:52:000684","1703328292684"
"165"," ","Space","keyup","5","2023-12-23 07:44:52:000780","1703328292780"
"166","C","KeyC","keydown","5","2023-12-23 07:44:53:000540","1703328293541"
"167","C","KeyC","keyup","5","2023-12-23 07:44:53:000613","1703328293613"
"168","CapsLock","CapsLock","keydown","5","2023-12-23 07:44:53:000735","1703328293735"
"169","CapsLock","CapsLock","keyup","5","2023-12-23 07:44:53:000853","1703328293853"
"170","o","KeyO","keydown","5","2023-12-23 07:44:54:000053","1703328294053"
"171","o","KeyO","keyup","5","2023-12-23 07:44:54:000148","1703328294148"
"172","r","KeyR","keydown","5","2023-12-23 07:44:54:000243","1703328294243"
"173","r","KeyR","keyup","5","2023-12-23 07:44:54:000332","1703328294332"
"174","r","KeyR","keydown","5","2023-12-23 07:44:54:000429","1703328294429"
"175","r","KeyR","keyup","5","2023-12-23 07:44:54:000540","1703328294540"
"176","Shift","ShiftRight","keydown","5","2023-12-23 07:44:54:000813","1703328294813"
"177","Dead","Quote","keydown","5","2023-12-23 07:44:54:000940","1703328294940"
"178","Shift","ShiftRight","keyup","5","2023-12-23 07:44:55:000044","1703328295044"
"179","Dead","Quote","keyup","5","2023-12-23 07:44:55:000085","1703328295085"
"180","ê","KeyE","keydown","5","2023-12-23 07:44:55:000261","1703328295261"
"181","e","KeyE","keyup","5","2023-12-23 07:44:55:000347","1703328295347"
"182","Backspace","Backspace","keydown","5","2023-12-23 07:44:56:000141","1703328296141"
"183","Backspace","Backspace","keyup","5","2023-12-23 07:44:56:000253","1703328296253"
"184","e","KeyE","keydown","5","2023-12-23 07:44:56:000301","1703328296301"
"185","e","KeyE","keyup","5","2023-12-23 07:44:56:000371","1703328296371"
"186","a","KeyA","keydown","5","2023-12-23 07:44:56:000459","1703328296459"
"187","5","Numpad5","keydown","1","2023-12-23 07:58:27:000639","1703329107639"
"188","5","Numpad5","keyup","1","2023-12-23 07:58:27:000717","1703329107717"
"189","6","Numpad6","keydown","1","2023-12-23 07:58:27:000948","1703329107948"
"190","6","Numpad6","keyup","1","2023-12-23 07:58:28:000093","1703329108093"
"191","3","Numpad3","keydown","1","2023-12-23 07:58:28:000996","1703329108996"
"192","3","Numpad3","keyup","1","2023-12-23 07:58:29:000093","1703329109093"
"193","1","Numpad1","keydown","1","2023-12-23 07:58:29:000310","1703329109310"
"194","1","Numpad1","keyup","1","2023-12-23 07:58:29:000405","1703329109405"
"195","3","Numpad3","keydown","1","2023-12-23 07:58:30:000589","1703329110589"
"196","3","Numpad3","keyup","1","2023-12-23 07:58:30:000678","1703329110678"
"197","1","Numpad1","keydown","1","2023-12-23 07:58:30:000933","1703329110933"
"198","1","Numpad1","keyup","1","2023-12-23 07:58:31:000013","1703329111013"
"199","3","Numpad3","keydown","1","2023-12-23 07:58:31:000270","1703329111270"
"200","3","Numpad3","keyup","1","2023-12-23 07:58:31:000373","1703329111373"
"201","6","Numpad6","keydown","1","2023-12-23 07:58:31:000797","1703329111797"
"202","6","Numpad6","keyup","1","2023-12-23 07:58:31:000901","1703329111901"
"203","4","Numpad4","keydown","1","2023-12-23 07:58:32:000813","1703329112813"
"204","4","Numpad4","keyup","1","2023-12-23 07:58:32:000902","1703329112902"
"205","1","Numpad1","keydown","1","2023-12-23 07:58:33:000166","1703329113166"
"206","1","Numpad1","keyup","1","2023-12-23 07:58:33:000260","1703329113260"
"207","6","Numpad6","keydown","1","2023-12-23 07:58:33:000984","1703329113984"
"208","6","Numpad6","keyup","1","2023-12-23 07:58:34:000070","1703329114070"
"209","8","Numpad8","keydown","1","2023-12-23 07:58:34:000364","1703329114364"
"210","8","Numpad8","keyup","1","2023-12-23 07:58:34:000453","1703329114453"
"211","2","Numpad2","keydown","1","2023-12-23 07:58:35:000478","1703329115478"
"212","2","Numpad2","keyup","1","2023-12-23 07:58:35:000567","1703329115567"
"213","7","Numpad7","keydown","1","2023-12-23 07:58:35:000854","1703329115854"
"214","7","Numpad7","keyup","1","2023-12-23 07:58:35:000942","1703329115942"
"215","2","Numpad2","keydown","1","2023-12-23 07:58:37:000093","1703329117093"
"216","2","Numpad2","keyup","1","2023-12-23 07:58:37:000230","1703329117230"
"217","6","Numpad6","keydown","1","2023-12-23 07:58:37:000685","1703329117685"
"218","6","Numpad6","keyup","1","2023-12-23 07:58:37:000773","1703329117773"
"219","0","Numpad0","keydown","2","2023-12-23 07:58:41:000223","1703329121223"
"220","0","Numpad0","keyup","2","2023-12-23 07:58:41:000326","1703329121326"
"221","9","Numpad9","keydown","2","2023-12-23 07:58:41:000526","1703329121526"
"222","9","Numpad9","keyup","2","2023-12-23 07:58:41:000572","1703329121572"
"223","2","Numpad2","keydown","3","2023-12-23 07:58:44:000333","1703329124333"
"224","2","Numpad2","keyup","3","2023-12-23 07:58:44:000436","1703329124436"
"225","0","Numpad0","keydown","3","2023-12-23 07:58:44:000723","1703329124723"
"226","0","Numpad0","keyup","3","2023-12-23 07:58:44:000805","1703329124805"
"227","6","Numpad6","keydown","3","2023-12-23 07:58:45:000677","1703329125677"
"228","6","Numpad6","keyup","3","2023-12-23 07:58:45:000716","1703329125716"
"229","6","Numpad6","keydown","3","2023-12-23 07:58:45:000812","1703329125812"
"230","6","Numpad6","keyup","3","2023-12-23 07:58:45:000876","1703329125876"
"231","3","Numpad3","keydown","4","2023-12-23 07:58:48:000541","1703329128541"
"232","3","Numpad3","keyup","4","2023-12-23 07:58:48:000629","1703329128629"
"233","4","Numpad4","keydown","4","2023-12-23 07:58:48:000852","1703329128852"
"234","4","Numpad4","keyup","4","2023-12-23 07:58:48:000919","1703329128919"
"235","2","Numpad2","keydown","4","2023-12-23 07:58:49:000053","1703329129053"
"236","2","Numpad2","keyup","4","2023-12-23 07:58:49:000108","1703329129108"
"237","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:52:000407","1703329132407"
"238","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:52:000526","1703329132526"
"239","L","KeyL","keydown","5","2023-12-23 07:58:52:000758","1703329132758"
"240","L","KeyL","keyup","5","2023-12-23 07:58:52:000837","1703329132837"
"241","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:52:000992","1703329132992"
"242","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:53:000110","1703329133110"
"243","u","KeyU","keydown","5","2023-12-23 07:58:53:000349","1703329133349"
"244","u","KeyU","keyup","5","2023-12-23 07:58:53:000429","1703329133429"
"245","c","KeyC","keydown","5","2023-12-23 07:58:53:000654","1703329133654"
"246","c","KeyC","keyup","5","2023-12-23 07:58:53:000749","1703329133749"
"247","a","KeyA","keydown","5","2023-12-23 07:58:53:000829","1703329133829"
"248","s","KeyS","keydown","5","2023-12-23 07:58:53:000892","1703329133892"
"249","a","KeyA","keyup","5","2023-12-23 07:58:53:000965","1703329133965"
"250","s","KeyS","keyup","5","2023-12-23 07:58:53:000981","1703329133981"
"251"," ","Space","keydown","5","2023-12-23 07:58:54:000262","1703329134262"
"252"," ","Space","keyup","5","2023-12-23 07:58:54:000364","1703329134364"
"253","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:54:000471","1703329134471"
"254","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:54:000557","1703329134557"
"255","R","KeyR","keydown","5","2023-12-23 07:58:54:000686","1703329134686"
"256","R","KeyR","keyup","5","2023-12-23 07:58:54:000845","1703329134845"
"257","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:54:000943","1703329134943"
"258","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:55:000069","1703329135069"
"259"," ","Space","keydown","5","2023-12-23 07:58:55:000150","1703329135150"
"260","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:55:000255","1703329135255"
"261"," ","Space","keyup","5","2023-12-23 07:58:55:000260","1703329135260"
"262","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:55:000373","1703329135373"
"263","A","KeyA","keydown","5","2023-12-23 07:58:55:000390","1703329135390"
"264","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:55:000510","1703329135510"
"265","a","KeyA","keyup","5","2023-12-23 07:58:55:000548","1703329135548"
"266"," ","Space","keydown","5","2023-12-23 07:58:55:000622","1703329135622"
"267","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:55:000636","1703329135636"
"268"," ","Space","keyup","5","2023-12-23 07:58:55:000693","1703329135693"
"269","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:56:000159","1703329136159"
"270","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:56:000333","1703329136333"
"271","C","KeyC","keydown","5","2023-12-23 07:58:56:000453","1703329136453"
"272","CapsLock","CapsLock","keydown","5","2023-12-23 07:58:56:000525","1703329136525"
"273","c","KeyC","keyup","5","2023-12-23 07:58:56:000564","1703329136564"
"274","CapsLock","CapsLock","keyup","5","2023-12-23 07:58:56:000654","1703329136654"
"275","o","KeyO","keydown","5","2023-12-23 07:58:56:000709","1703329136709"
"276","o","KeyO","keyup","5","2023-12-23 07:58:56:000781","1703329136781"
"277","r","KeyR","keydown","5","2023-12-23 07:58:56:000838","1703329136838"
"278","r","KeyR","keyup","5","2023-12-23 07:58:56:000917","1703329136917"
"279","r","KeyR","keydown","5","2023-12-23 07:58:56:000997","1703329136997"
"280","r","KeyR","keyup","5","2023-12-23 07:58:57:000125","1703329137125"
"281","e","KeyE","keydown","5","2023-12-23 07:58:57:000773","1703329137773"
"282","e","KeyE","keyup","5","2023-12-23 07:58:57:000845","1703329137845"
"283","a","KeyA","keydown","5","2023-12-23 07:58:57:000966","1703329137966"
"284","1","Numpad1","keydown","1","2023-12-23 17:45:22:000001","1703364322001"
"285","1","Numpad1","keyup","1","2023-12-23 17:45:22:000072","1703364322072"
"286","4","Numpad4","keydown","1","2023-12-23 17:45:22:000235","1703364322235"
"287","4","Numpad4","keyup","1","2023-12-23 17:45:22:000289","1703364322289"
"288","3","Numpad3","keydown","1","2023-12-23 17:45:22:000522","1703364322522"
"289","3","Numpad3","keyup","1","2023-12-23 17:45:22:000601","1703364322601"
"290","9","Numpad9","keydown","1","2023-12-23 17:45:22:000897","1703364322897"
"291","9","Numpad9","keyup","1","2023-12-23 17:45:22:000986","1703364322986"
"292","9","Numpad9","keydown","1","2023-12-23 17:45:24:000144","1703364324144"
"293","9","Numpad9","keyup","1","2023-12-23 17:45:24:000210","1703364324210"
"294","2","Numpad2","keydown","1","2023-12-23 17:45:24:000481","1703364324481"
"295","2","Numpad2","keyup","1","2023-12-23 17:45:24:000567","1703364324567"
"296","1","Numpad1","keydown","1","2023-12-23 17:45:24:000969","1703364324969"
"297","1","Numpad1","keyup","1","2023-12-23 17:45:25:000025","1703364325025"
"298","1","Numpad1","keydown","1","2023-12-23 17:45:25:000265","1703364325265"
"299","1","Numpad1","keyup","1","2023-12-23 17:45:25:000329","1703364325329"
"300","7","Numpad7","keydown","1","2023-12-23 17:45:26:000195","1703364326195"
"301","7","Numpad7","keyup","1","2023-12-23 17:45:26:000265","1703364326265"
"302","8","Numpad8","keydown","1","2023-12-23 17:45:26:000425","1703364326425"
"303","8","Numpad8","keyup","1","2023-12-23 17:45:26:000506","1703364326506"
"304","8","Numpad8","keydown","1","2023-12-23 17:45:27:000153","1703364327153"
"305","8","Numpad8","keyup","1","2023-12-23 17:45:27:000232","1703364327232"
"306","1","Numpad1","keydown","1","2023-12-23 17:45:27:000451","1703364327451"
"307","1","Numpad1","keyup","1","2023-12-23 17:45:27:000506","1703364327506"
"308","9","Numpad9","keydown","1","2023-12-23 17:45:28:000514","1703364328514"
"309","9","Numpad9","keyup","1","2023-12-23 17:45:28:000562","1703364328562"
"310","9","Numpad9","keydown","1","2023-12-23 17:45:28:000689","1703364328689"
"311","9","Numpad9","keyup","1","2023-12-23 17:45:28:000769","1703364328769"
"312","4","Numpad4","keydown","1","2023-12-23 17:45:29:000161","1703364329161"
"313","4","Numpad4","keyup","1","2023-12-23 17:45:29:000265","1703364329265"
"314","3","Numpad3","keydown","1","2023-12-23 17:45:29:000850","1703364329850"
"315","3","Numpad3","keyup","1","2023-12-23 17:45:29:000915","1703364329915"
"316","0","Numpad0","keydown","2","2023-12-23 17:45:32:000594","1703364332594"
"317","0","Numpad0","keyup","2","2023-12-23 17:45:32:000697","1703364332697"
"318","3","Numpad3","keydown","2","2023-12-23 17:45:32:000889","1703364332889"
"319","3","Numpad3","keyup","2","2023-12-23 17:45:32:000946","1703364332946"
"320","2","Numpad2","keydown","2","2023-12-23 17:45:34:000113","1703364334113"
"321","2","Numpad2","keyup","2","2023-12-23 17:45:34:000193","1703364334193"
"322","2","Numpad2","keydown","3","2023-12-23 17:45:37:000705","1703364337705"
"323","2","Numpad2","keyup","3","2023-12-23 17:45:37:000778","1703364337778"
"324","0","Numpad0","keydown","3","2023-12-23 17:45:37:000889","1703364337889"
"325","0","Numpad0","keyup","3","2023-12-23 17:45:37:000978","1703364337978"
"326","7","Numpad7","keydown","3","2023-12-23 17:45:38:000626","1703364338626"
"327","7","Numpad7","keyup","3","2023-12-23 17:45:38:000705","1703364338705"
"328","3","Numpad3","keydown","3","2023-12-23 17:45:39:000665","1703364339665"
"329","3","Numpad3","keyup","3","2023-12-23 17:45:39:000730","1703364339730"
"330","6","Numpad6","keydown","4","2023-12-23 17:45:42:000130","1703364342130"
"331","6","Numpad6","keyup","4","2023-12-23 17:45:42:000178","1703364342178"
"332","2","Numpad2","keydown","4","2023-12-23 17:45:42:000378","1703364342378"
"333","2","Numpad2","keyup","4","2023-12-23 17:45:42:000448","1703364342449"
"334","1","Numpad1","keydown","4","2023-12-23 17:45:42:000609","1703364342609"
"335","1","Numpad1","keyup","4","2023-12-23 17:45:42:000666","1703364342666"
"336","CapsLock","CapsLock","keydown","5","2023-12-23 17:45:45:000171","1703364345171"
"337","CapsLock","CapsLock","keyup","5","2023-12-23 17:45:45:000281","1703364345281"
"338","L","KeyL","keydown","5","2023-12-23 17:45:45:000512","1703364345512"
"339","L","KeyL","keyup","5","2023-12-23 17:45:45:000601","1703364345601"
"340","CapsLock","CapsLock","keydown","5","2023-12-23 17:45:45:000734","1703364345734"
"341","CapsLock","CapsLock","keyup","5","2023-12-23 17:45:45:000857","1703364345857"
"342","u","KeyU","keydown","5","2023-12-23 17:45:46:000306","1703364346306"
"343","u","KeyU","keyup","5","2023-12-23 17:45:46:000401","1703364346401"
"344","c","KeyC","keydown","5","2023-12-23 17:45:46:000657","1703364346657"
"345","c","KeyC","keyup","5","2023-12-23 17:45:46:000761","1703364346761"
"346","a","KeyA","keydown","5","2023-12-23 17:45:46:000842","1703364346842"
"347","s","KeyS","keydown","5","2023-12-23 17:45:46:000930","1703364346930"
"348","a","KeyA","keyup","5","2023-12-23 17:45:47:000018","1703364347018"
